#K-Path(1/A) Energy-Level(eV)
0	-0.63362
0.03972	-0.63156
0.07944	-0.62595
0.11915	-0.61793
0.15887	-0.60839
0.19859	-0.59781
0.23831	-0.58647
0.27803	-0.57465
0.31774	-0.5626
0.35746	-0.55047
0.39718	-0.53827
0.4369	-0.52585
0.47662	-0.51314
0.51633	-0.50016
0.55605	-0.48706
0.59577	-0.47097
0.63549	-0.40744
0.6752	-0.37272
0.71492	-0.34547
0.75464	-0.33808
0.75464	-0.33808
0.79436	-0.30199
0.83408	-0.30986
0.87379	-0.32467
0.91351	-0.34458
0.95323	-0.36912
0.99295	-0.3977
1.03267	-0.42927
1.07238	-0.46219
1.1121	-0.49455
1.15182	-0.52453
1.19154	-0.55072
1.23126	-0.57225
1.27097	-0.58882
1.31069	-0.60067
1.35041	-0.60846
1.39013	-0.61309
1.42985	-0.61551
1.46957	-0.61656
1.50928	-0.61682
1.50928	-0.61682
1.549	-0.61117
1.58872	-0.60868
1.62844	-0.60628
1.66815	-0.6017
1.70787	-0.59398
1.74759	-0.58219
1.78731	-0.56571
1.82703	-0.54427
1.86674	-0.51819
1.90646	-0.48833
1.94618	-0.45613
1.9859	-0.42339
2.02562	-0.39205
2.06533	-0.36374
2.10505	-0.33949
2.14477	-0.31987
2.18449	-0.30533
2.22421	-0.29847
2.26392	-0.34146
2.26392	-0.34146
2.30364	-0.34863
2.34336	-0.37444
2.38308	-0.40956
2.4228	-0.47176
2.46251	-0.48667
2.50223	-0.49973
2.54195	-0.5127
2.58167	-0.52542
2.62139	-0.53785
2.6611	-0.55007
2.70082	-0.56221
2.74054	-0.57429
2.78026	-0.58613
2.81998	-0.5975
2.85969	-0.60812
2.89941	-0.61769
2.93913	-0.62575
2.97885	-0.63139
3.01857	-0.63362
	
#	Band-Index:
3.01857	-0.63346
2.97885	-0.60704
2.93913	-0.53938
2.89941	-0.45367
2.85969	-0.36785
2.81998	-0.29165
2.78026	-0.22916
2.74054	-0.18144
2.70082	-0.14833
2.6611	-0.12954
2.62139	-0.12494
2.58167	-0.13447
2.54195	-0.15772
2.50223	-0.19325
2.46251	-0.23796
2.4228	-0.28668
2.38308	-0.33086
2.34336	-0.33382
2.30364	-0.30287
2.26392	-0.29127
2.26392	-0.29127
2.22421	-0.27834
2.18449	-0.1958
2.14477	-0.1112
2.10505	-0.03332
2.06533	-0.07326
2.02562	-0.14843
1.9859	-0.21064
1.94618	-0.2619
1.90646	-0.30549
1.86674	-0.3447
1.82703	-0.38222
1.78731	-0.41979
1.74759	-0.45807
1.70787	-0.49653
1.66815	-0.53358
1.62844	-0.56682
1.58872	-0.5934
1.549	-0.60923
1.50928	-0.60987
1.50928	-0.60987
1.46957	-0.60382
1.42985	-0.58653
1.39013	-0.55995
1.35041	-0.52674
1.31069	-0.48974
1.27097	-0.45134
1.23126	-0.41315
1.19154	-0.37569
1.15182	-0.33832
1.1121	-0.29928
1.07238	-0.2559
1.03267	-0.20491
0.99295	-0.14298
0.95323	-0.06813
0.91351	-0.03046
0.87379	-0.10836
0.83408	-0.19258
0.79436	-0.27562
0.75464	-0.29544
0.75464	-0.29544
0.71492	-0.3069
0.6752	-0.33585
0.63549	-0.32716
0.59577	-0.28259
0.55605	-0.23408
0.51633	-0.18971
0.47662	-0.15454
0.4369	-0.13165
0.39718	-0.12246
0.35746	-0.12737
0.31774	-0.14644
0.27803	-0.1798
0.23831	-0.22776
0.19859	-0.29049
0.15887	-0.36693
0.11915	-0.453
0.07944	-0.53895
0.03972	-0.60681
0	-0.63346
	
#	Band-Index:
0	0.74157
0.03972	0.74462
0.07944	0.75866
0.11915	0.78129
0.15887	0.81072
0.19859	0.84401
0.23831	0.85
0.27803	0.78068
0.31774	0.70522
0.35746	0.62701
0.39718	0.54922
0.4369	0.47536
0.47662	0.40949
0.51633	0.35672
0.55605	0.32336
0.59577	0.31607
0.63549	0.33785
0.6752	0.38076
0.71492	0.42374
0.75464	0.44191
0.75464	0.44191
0.79436	0.37901
0.83408	0.25974
0.87379	0.13895
0.91351	0.03526
0.95323	0.06221
0.99295	0.1429
1.03267	0.22638
1.07238	0.31158
1.1121	0.39676
1.15182	0.47899
1.19154	0.55486
1.23126	0.62111
1.27097	0.67546
1.31069	0.71722
1.35041	0.74714
1.39013	0.7671
1.42985	0.77929
1.46957	0.78571
1.50928	0.78756
1.50928	0.78756
1.549	0.78544
1.58872	0.77899
1.62844	0.76676
1.66815	0.74674
1.70787	0.71675
1.74759	0.67491
1.78731	0.62048
1.82703	0.55415
1.86674	0.47818
1.90646	0.39582
1.94618	0.31049
1.9859	0.2251
2.02562	0.14135
2.06533	0.06034
2.10505	0.03102
2.14477	0.1345
2.18449	0.25533
2.22421	0.37436
2.26392	0.43681
2.26392	0.43681
2.30364	0.41883
2.34336	0.37633
2.38308	0.33408
2.4228	0.31299
2.46251	0.32085
2.50223	0.35463
2.54195	0.4077
2.58167	0.47379
2.62139	0.54784
2.6611	0.62578
2.70082	0.70412
2.74054	0.7797
2.78026	0.84913
2.81998	0.84393
2.85969	0.81076
2.89941	0.78136
2.93913	0.75867
2.97885	0.74464
3.01857	0.74158
	
#	Band-Index:
3.01857	0.74164
2.97885	0.76351
2.93913	0.81829
2.89941	0.8891
2.85969	0.93417
2.81998	0.90754
2.78026	0.87743
2.74054	0.90636
2.70082	0.92699
2.6611	0.93457
2.62139	0.90201
2.58167	0.83645
2.54195	0.77692
2.50223	0.73069
2.46251	0.70374
2.4228	0.70224
2.38308	0.73062
2.34336	0.78614
2.30364	0.81377
2.26392	0.81201
2.26392	0.81201
2.22421	0.87142
2.18449	0.86273
2.14477	0.83099
2.10505	0.79723
2.06533	0.77278
2.02562	0.76269
1.9859	0.76736
1.94618	0.78342
1.90646	0.8051
1.86674	0.82597
1.82703	0.84091
1.78731	0.84725
1.74759	0.84502
1.70787	0.83618
1.66815	0.82357
1.62844	0.81015
1.58872	0.79853
1.549	0.7907
1.50928	0.78783
1.50928	0.78783
1.46957	0.79042
1.42985	0.79819
1.39013	0.80972
1.35041	0.82302
1.31069	0.8355
1.27097	0.84419
1.23126	0.84627
1.19154	0.83977
1.15182	0.82469
1.1121	0.80367
1.07238	0.78182
1.03267	0.76553
0.99295	0.76055
0.95323	0.77021
0.91351	0.79409
0.87379	0.82712
0.83408	0.85794
0.79436	0.86621
0.75464	0.81246
0.75464	0.81246
0.71492	0.81419
0.6752	0.78184
0.63549	0.7272
0.59577	0.6996
0.55605	0.70172
0.51633	0.72912
0.47662	0.77567
0.4369	0.83546
0.39718	0.90133
0.35746	0.93492
0.31774	0.92734
0.27803	0.90662
0.23831	0.87758
0.19859	0.90823
0.15887	0.93433
0.11915	0.88886
0.07944	0.8182
0.03972	0.76354
0	0.74163
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
